,Time,Displacement,Force,Strain 1
5607,112.12,1.8683,2.349,0.6013
5608,112.14,1.8686,2.3493,0.6015
5609,112.16,1.869,2.3511,0.6016
5610,112.18,1.8693,2.3507,0.6017
5611,112.2,1.8697,2.3504,0.6019
5612,112.22,1.87,2.3506,0.602
5613,112.24,1.8704,2.3513,0.6021
5614,112.26,1.8707,2.3519,0.6023
5615,112.28,1.871,2.3525,0.6024
5616,112.3,1.8713,2.3524,0.6025
5617,112.32,1.8717,2.3526,0.6026
5618,112.34,1.872,2.3529,0.6027
5619,112.36,1.8723,2.3532,0.6028
5620,112.38,1.8727,2.3531,0.603
5621,112.4,1.873,2.3537,0.6031
5622,112.42,1.8733,2.3539,0.6032
5623,112.44,1.8736,2.3541,0.6034
5624,112.46,1.8739,2.354,0.6035
5625,112.48,1.8743,2.354,0.6036
5626,112.5,1.8746,2.3541,0.6037
5627,112.52,1.8749,2.354,0.6038
5628,112.54,1.8753,2.3543,0.604
5629,112.56,1.8756,2.3545,0.6041
5630,112.58,1.876,2.3555,0.6042
5631,112.6,1.8764,2.3568,0.6044
5632,112.62,1.8767,2.3572,0.6045
5633,112.64,1.8771,2.3569,0.6047
5634,112.66,1.8774,2.3562,0.6048
5635,112.68,1.8777,2.3566,0.6049
5636,112.7,1.878,2.3571,0.605
5637,112.72,1.8784,2.3572,0.6051
5638,112.74,1.8787,2.3574,0.6053
5639,112.76,1.879,2.3577,0.6054
5640,112.78,1.8794,2.3582,0.6056
5641,112.8,1.8797,2.3582,0.6057
5642,112.82,1.88,2.3583,0.6058
5643,112.84,1.8803,2.3591,0.6059
5644,112.86,1.8806,2.359,0.606
5645,112.88,1.8809,2.3596,0.6061
5646,112.9,1.8813,2.3593,0.6063
5647,112.92,1.8816,2.3589,0.6064
5648,112.94,1.882,2.3595,0.6065
5649,112.96,1.8823,2.3598,0.6067
5650,112.98,1.8827,2.36,0.6068
5651,113.0,1.883,2.3611,0.6069
5652,113.02,1.8834,2.3627,0.6071
5653,113.04,1.8837,2.3633,0.6072
5654,113.06,1.884,2.3626,0.6073
5655,113.08,1.8844,2.3624,0.6075
5656,113.1,1.8847,2.3617,0.6076
5657,113.12,1.885,2.3615,0.6077
5658,113.14,1.8854,2.3625,0.6078
5659,113.16,1.8857,2.3628,0.6079
5660,113.18,1.886,2.3636,0.6081
5661,113.2,1.8864,2.364,0.6082
5662,113.22,1.8867,2.3635,0.6083
5663,113.24,1.887,2.3625,0.6084
5664,113.26,1.8873,2.3633,0.6085
5665,113.28,1.8876,2.3641,0.6086
5666,113.3,1.8879,2.3642,0.6088
5667,113.32,1.8883,2.3644,0.6089
5668,113.34,1.8886,2.3646,0.609
5669,113.36,1.889,2.3645,0.6092
5670,113.38,1.8893,2.3654,0.6093
5671,113.4,1.8897,2.3654,0.6095
5672,113.42,1.89,2.3658,0.6096
5673,113.44,1.8904,2.3663,0.6098
5674,113.46,1.8907,2.3659,0.6099
5675,113.48,1.891,2.3654,0.61
5676,113.5,1.8914,2.3663,0.6101
5677,113.52,1.8917,2.3671,0.6103
5678,113.54,1.892,2.3673,0.6104
5679,113.56,1.8924,2.3672,0.6105
5680,113.58,1.8927,2.3675,0.6106
5681,113.6,1.893,2.3683,0.6107
5682,113.62,1.8933,2.3695,0.6108
5683,113.64,1.8937,2.3689,0.611
5684,113.66,1.894,2.3683,0.6111
5685,113.68,1.8943,2.3684,0.6114
5686,113.7,1.8946,2.3688,0.6116
5687,113.72,1.895,2.3694,0.6116
5688,113.74,1.8953,2.3697,0.6116
5689,113.76,1.8957,2.3701,0.6117
5690,113.78,1.896,2.3703,0.6119
5691,113.8,1.8963,2.3699,0.612
5692,113.82,1.8967,2.3701,0.6121
5693,113.84,1.897,2.3708,0.6122
5694,113.86,1.8973,2.3712,0.6124
5695,113.88,1.8977,2.3713,0.6125
5696,113.9,1.898,2.3713,0.6126
5697,113.92,1.8983,2.3717,0.6128
5698,113.94,1.8987,2.3721,0.6129
5699,113.96,1.899,2.3726,0.613
5700,113.98,1.8994,2.3725,0.6131
5701,114.0,1.8997,2.3723,0.6132
5702,114.02,1.9,2.372,0.6134
5703,114.04,1.9003,2.3719,0.6135
5704,114.06,1.9006,2.3726,0.6136
5705,114.08,1.9009,2.3734,0.6137
5706,114.1,1.9013,2.3743,0.6139
5707,114.12,1.9016,2.3746,0.614
5708,114.14,1.902,2.374,0.6141
5709,114.16,1.9023,2.3739,0.6143
5710,114.18,1.9027,2.3747,0.6145
5711,114.2,1.9031,2.3757,0.6146
5712,114.22,1.9034,2.3765,0.6147
5713,114.24,1.9037,2.3764,0.6149
5714,114.26,1.9041,2.3761,0.615
5715,114.28,1.9044,2.3761,0.6151
5716,114.3,1.9047,2.3757,0.6152
5717,114.32,1.905,2.3752,0.6153
5718,114.34,1.9054,2.3757,0.6155
5719,114.36,1.9057,2.3766,0.6156
5720,114.38,1.906,2.3767,0.6157
5721,114.4,1.9063,2.3762,0.6159
5722,114.42,1.9066,2.3766,0.6159
5723,114.44,1.9069,2.3768,0.616
5724,114.46,1.9073,2.3772,0.6162
5725,114.48,1.9076,2.3777,0.6163
5726,114.5,1.9079,2.3778,0.6164
5727,114.52,1.9083,2.378,0.6166
5728,114.54,1.9086,2.378,0.6167
5729,114.56,1.909,2.3784,0.6168
5730,114.58,1.9094,2.3793,0.617
5731,114.6,1.9097,2.3804,0.6171
5732,114.62,1.91,2.3804,0.6173
5733,114.64,1.9104,2.3804,0.6174
5734,114.66,1.9107,2.38,0.6175
5735,114.68,1.911,2.3795,0.6176
5736,114.7,1.9113,2.3804,0.6178
5737,114.72,1.9117,2.3812,0.6179
5738,114.74,1.912,2.3817,0.618
5739,114.76,1.9123,2.3819,0.6182
5740,114.78,1.9127,2.382,0.6183
5741,114.8,1.913,2.3818,0.6184
5742,114.82,1.9133,2.3819,0.6186
5743,114.84,1.9136,2.3814,0.6187
5744,114.86,1.9139,2.3832,0.6187
5745,114.88,1.9143,2.3834,0.6189
5746,114.9,1.9146,2.3828,0.619
5747,114.92,1.915,2.3824,0.6192
5748,114.94,1.9153,2.3829,0.6193
5749,114.96,1.9157,2.3834,0.6195
5750,114.98,1.916,2.3838,0.6196
5751,115.0,1.9164,2.3832,0.6197
5752,115.02,1.9167,2.3837,0.6199
5753,115.04,1.917,2.3848,0.62
5754,115.06,1.9173,2.3851,0.6202
5755,115.08,1.9177,2.3852,0.6202
5756,115.1,1.918,2.3849,0.6203
5757,115.12,1.9183,2.3853,0.6205
5758,115.14,1.9186,2.3856,0.6206
5759,115.16,1.919,2.3866,0.6208
5760,115.18,1.9193,2.3871,0.6209
5761,115.2,1.9196,2.3878,0.621
5762,115.22,1.9199,2.3872,0.6212
5763,115.24,1.9203,2.3867,0.6212
5764,115.26,1.9206,2.3874,0.6213
5765,115.28,1.9209,2.3874,0.6215
5766,115.3,1.9213,2.3882,0.6216
5767,115.32,1.9216,2.389,0.6218
5768,115.34,1.922,2.3896,0.6219
5769,115.36,1.9224,2.3894,0.6221
5770,115.38,1.9227,2.389,0.6223
5771,115.4,1.9231,2.3886,0.6224
5772,115.42,1.9234,2.3894,0.6226
5773,115.44,1.9237,2.3895,0.6227
5774,115.46,1.924,2.3895,0.6228
5775,115.48,1.9244,2.3905,0.6229
5776,115.5,1.9247,2.3908,0.6231
5777,115.52,1.925,2.391,0.6232
5778,115.54,1.9254,2.3914,0.6233
5779,115.56,1.9257,2.3914,0.6234
5780,115.58,1.926,2.3911,0.6236
5781,115.6,1.9263,2.3918,0.6237
5782,115.62,1.9267,2.3923,0.6238
5783,115.64,1.927,2.3928,0.6239
5784,115.66,1.9273,2.3926,0.6241
5785,115.68,1.9276,2.393,0.6242
5786,115.7,1.928,2.3928,0.6244
5787,115.72,1.9283,2.3928,0.6245
5788,115.74,1.9287,2.3934,0.6247
5789,115.76,1.929,2.393,0.6248
5790,115.78,1.9294,2.394,0.6249
5791,115.8,1.9297,2.3951,0.6251
5792,115.82,1.9301,2.3956,0.6252
5793,115.84,1.9304,2.3952,0.6254
5794,115.86,1.9307,2.395,0.6255
5795,115.88,1.931,2.3955,0.6256
5796,115.9,1.9313,2.3964,0.6257
5797,115.92,1.9317,2.3969,0.6258
5798,115.94,1.932,2.3965,0.626
5799,115.96,1.9323,2.3963,0.6261
5800,115.98,1.9326,2.3958,0.6262
5801,116.0,1.933,2.3962,0.6264
5802,116.02,1.9333,2.397,0.6265
5803,116.04,1.9336,2.3972,0.6266
5804,116.06,1.9339,2.3975,0.6267
5805,116.08,1.9343,2.3975,0.6269
5806,116.1,1.9346,2.3975,0.627
5807,116.12,1.9349,2.3975,0.6272
5808,116.14,1.9353,2.3985,0.6273
5809,116.16,1.9357,2.399,0.6275
5810,116.18,1.936,2.399,0.6276
5811,116.2,1.9364,2.3988,0.6277
5812,116.22,1.9367,2.3993,0.6279
5813,116.24,1.937,2.3996,0.628
5814,116.26,1.9373,2.3999,0.6281
5815,116.28,1.9377,2.4007,0.6283
5816,116.3,1.938,2.4004,0.6284
5817,116.32,1.9383,2.4004,0.6285
5818,116.34,1.9387,2.4005,0.6287
5819,116.36,1.939,2.4011,0.6288
5820,116.38,1.9393,2.4015,0.629
5821,116.4,1.9397,2.4016,0.6291
5822,116.42,1.94,2.4019,0.6292
5823,116.44,1.9403,2.4022,0.6294
5824,116.46,1.9406,2.4028,0.6295
5825,116.48,1.9409,2.4027,0.6296
5826,116.5,1.9413,2.403,0.6297
5827,116.52,1.9416,2.4027,0.6299
5828,116.54,1.942,2.4031,0.63
5829,116.56,1.9423,2.4037,0.6302
5830,116.58,1.9427,2.4037,0.6303
5831,116.6,1.943,2.4048,0.6305
5832,116.62,1.9434,2.4052,0.6306
5833,116.64,1.9437,2.4054,0.6307
5834,116.66,1.944,2.4051,0.6308
5835,116.68,1.9444,2.4049,0.631
5836,116.7,1.9447,2.4049,0.6311
5837,116.72,1.945,2.4053,0.6313
5838,116.74,1.9454,2.4059,0.6314
5839,116.76,1.9457,2.4054,0.6315
5840,116.78,1.946,2.406,0.6316
5841,116.8,1.9463,2.4073,0.6317
5842,116.82,1.9467,2.4074,0.6318
5843,116.84,1.947,2.4073,0.632
5844,116.86,1.9473,2.4071,0.6321
5845,116.88,1.9476,2.4074,0.6323
5846,116.9,1.948,2.4079,0.6324
5847,116.92,1.9483,2.4068,0.6325
5848,116.94,1.9487,2.4076,0.6327
5849,116.96,1.9491,2.408,0.6329
5850,116.98,1.9494,2.4086,0.633
5851,117.0,1.9497,2.4085,0.6331
5852,117.02,1.9501,2.4078,0.6333
5853,117.04,1.9504,2.4087,0.6334
5854,117.06,1.9507,2.4102,0.6335
5855,117.08,1.951,2.4103,0.6336
5856,117.1,1.9513,2.4098,0.6338
5857,117.12,1.9517,2.4097,0.6339
5858,117.14,1.952,2.4097,0.634
5859,117.16,1.9523,2.4105,0.6342
5860,117.18,1.9527,2.4108,0.6343
5861,117.2,1.953,2.4105,0.6344
5862,117.22,1.9533,2.4102,0.6346
5863,117.24,1.9536,2.4108,0.6347
5864,117.26,1.9539,2.4115,0.6348
5865,117.28,1.9543,2.4113,0.6349
5866,117.3,1.9546,2.4122,0.635
5867,117.32,1.9549,2.4135,0.6352
5868,117.34,1.9553,2.4137,0.6354
5869,117.36,1.9557,2.4138,0.6355
5870,117.38,1.956,2.413,0.6357
5871,117.4,1.9563,2.4139,0.6358
5872,117.42,1.9567,2.4148,0.636
5873,117.44,1.957,2.4149,0.6361
5874,117.46,1.9573,2.4143,0.6362
5875,117.48,1.9577,2.414,0.6364
5876,117.5,1.958,2.4147,0.6365
5877,117.52,1.9584,2.4149,0.6366
5878,117.54,1.9587,2.4144,0.6368
5879,117.56,1.959,2.4153,0.6369
5880,117.58,1.9593,2.4161,0.6371
5881,117.6,1.9596,2.4165,0.6372
5882,117.62,1.96,2.4169,0.6373
5883,117.64,1.9603,2.4169,0.6374
5884,117.66,1.9606,2.4172,0.6375
5885,117.68,1.9609,2.4177,0.6376
5886,117.7,1.9613,2.4181,0.6378
5887,117.72,1.9616,2.4184,0.638
5888,117.74,1.962,2.4178,0.6381
5889,117.76,1.9623,2.4179,0.6382
5890,117.78,1.9627,2.4181,0.6384
5891,117.8,1.963,2.4183,0.6385
5892,117.82,1.9633,2.418,0.6387
5893,117.84,1.9637,2.4189,0.6388
5894,117.86,1.964,2.419,0.6389
5895,117.88,1.9643,2.4197,0.6391
5896,117.9,1.9646,2.4196,0.6392
5897,117.92,1.965,2.4191,0.6393
5898,117.94,1.9653,2.42,0.6395
5899,117.96,1.9656,2.4208,0.6396
5900,117.98,1.966,2.421,0.6398
5901,118.0,1.9663,2.4208,0.6399
5902,118.02,1.9666,2.4209,0.6401
5903,118.04,1.9669,2.4207,0.6402
5904,118.06,1.9673,2.4211,0.6403
5905,118.08,1.9676,2.4214,0.6404
5906,118.1,1.9679,2.4221,0.6406
5907,118.12,1.9683,2.422,0.6407
5908,118.14,1.9686,2.4224,0.6408
5909,118.16,1.969,2.4231,0.641
5910,118.18,1.9693,2.4233,0.6411
5911,118.2,1.9697,2.4236,0.6413
5912,118.22,1.97,2.4235,0.6414
5913,118.24,1.9704,2.4241,0.6415
5914,118.26,1.9707,2.4247,0.6417
5915,118.28,1.971,2.424,0.6418
5916,118.3,1.9713,2.4241,0.6419
5917,118.32,1.9717,2.4246,0.6421
5918,118.34,1.972,2.4252,0.6424
5919,118.36,1.9723,2.4247,0.6426
5920,118.38,1.9727,2.4246,0.6426
5921,118.4,1.973,2.4253,0.6426
5922,118.42,1.9733,2.4259,0.6427
5923,118.44,1.9736,2.4258,0.6429
5924,118.46,1.974,2.4254,0.643
5925,118.48,1.9743,2.4258,0.6431
5926,118.5,1.9746,2.4272,0.6433
5927,118.52,1.975,2.427,0.6434
5928,118.54,1.9754,2.4268,0.6436
5929,118.56,1.9757,2.4276,0.6438
5930,118.58,1.9761,2.4274,0.6439
5931,118.6,1.9764,2.4274,0.644
5932,118.62,1.9767,2.4281,0.6442
5933,118.64,1.977,2.4287,0.6443
5934,118.66,1.9773,2.4291,0.6444
5935,118.68,1.9777,2.4284,0.6446
5936,118.7,1.978,2.4288,0.6447
5937,118.72,1.9783,2.429,0.6448
5938,118.74,1.9786,2.4293,0.6449
5939,118.76,1.979,2.4291,0.6451
5940,118.78,1.9793,2.4294,0.6452
5941,118.8,1.9796,2.4302,0.6454
5942,118.82,1.9799,2.4303,0.6455
5943,118.84,1.9803,2.4304,0.6456
5944,118.86,1.9806,2.4308,0.6457
5945,118.88,1.9809,2.4314,0.6458
5946,118.9,1.9813,2.4312,0.646
5947,118.92,1.9816,2.4313,0.6462
5948,118.94,1.982,2.4318,0.6464
5949,118.96,1.9824,2.4324,0.6465
5950,118.98,1.9827,2.4326,0.6467
5951,119.0,1.9831,2.433,0.6468
5952,119.02,1.9834,2.4327,0.647
5953,119.04,1.9837,2.4324,0.6471
5954,119.06,1.984,2.4326,0.6472
5955,119.08,1.9843,2.4329,0.6474
5956,119.1,1.9847,2.4339,0.6475
5957,119.12,1.985,2.4341,0.6476
5958,119.14,1.9853,2.4339,0.6478
5959,119.16,1.9856,2.4335,0.6479
5960,119.18,1.986,2.4341,0.648
5961,119.2,1.9863,2.4346,0.6481
5962,119.22,1.9866,2.4347,0.6483
5963,119.24,1.9869,2.4349,0.6484
5964,119.26,1.9872,2.4351,0.6485
5965,119.28,1.9876,2.4357,0.6487
5966,119.3,1.9879,2.4355,0.6488
5967,119.32,1.9883,2.4366,0.6489
5968,119.34,1.9887,2.4369,0.6491
5969,119.36,1.989,2.4365,0.6493
5970,119.38,1.9894,2.437,0.6495
5971,119.4,1.9897,2.437,0.6496
5972,119.42,1.99,2.4369,0.6497
5973,119.44,1.9904,2.4374,0.6498
5974,119.46,1.9907,2.4386,0.65
5975,119.48,1.991,2.439,0.6501
5976,119.5,1.9914,2.4387,0.6503
5977,119.52,1.9917,2.4386,0.6504
5978,119.54,1.992,2.4388,0.6506
5979,119.56,1.9924,2.439,0.6507
5980,119.58,1.9927,2.4394,0.6508
5981,119.6,1.993,2.4393,0.6509
5982,119.62,1.9933,2.44,0.651
5983,119.64,1.9937,2.4404,0.6512
5984,119.66,1.994,2.4412,0.6514
5985,119.68,1.9943,2.4417,0.6515
5986,119.7,1.9947,2.441,0.6517
5987,119.72,1.995,2.4412,0.6518
5988,119.74,1.9954,2.4417,0.6519
5989,119.76,1.9957,2.4417,0.6521
5990,119.78,1.9961,2.4415,0.6522
5991,119.8,1.9964,2.4413,0.6523
5992,119.82,1.9967,2.4417,0.6525
5993,119.84,1.997,2.4409,0.6526
5994,119.86,1.9974,2.4417,0.6527
5995,119.88,1.9977,2.4431,0.6529
5996,119.9,1.998,2.4436,0.653
5997,119.92,1.9984,2.4435,0.6531
5998,119.94,1.9987,2.4438,0.6533
5999,119.96,1.999,2.4439,0.6534
6000,119.98,1.9993,2.4438,0.6535
6001,120.0,1.9997,2.4435,0.6537
6002,120.02,2.0,2.444,0.6538
6003,120.04,2.0003,2.4443,0.654
6004,120.06,2.0006,2.4436,0.6541
6005,120.08,2.001,2.4435,0.6542
6006,120.1,2.0013,2.4449,0.6544
6007,120.12,2.0016,2.446,0.6545
6008,120.14,2.002,2.4464,0.6547
6009,120.16,2.0024,2.4455,0.6548
6010,120.18,2.0027,2.4465,0.655
6011,120.2,2.003,2.4461,0.6551
6012,120.22,2.0034,2.4463,0.6552
6013,120.24,2.0037,2.4472,0.6553
6014,120.26,2.004,2.447,0.6555
6015,120.28,2.0044,2.4475,0.6557
6016,120.3,2.0047,2.4479,0.6558
6017,120.32,2.005,2.4473,0.656
6018,120.34,2.0054,2.4477,0.6561
6019,120.36,2.0057,2.4479,0.6562
6020,120.38,2.006,2.4479,0.6564
6021,120.4,2.0063,2.4492,0.6565
6022,120.42,2.0066,2.4497,0.6566
6023,120.44,2.0069,2.4493,0.6568
6024,120.46,2.0073,2.4494,0.6569
6025,120.48,2.0076,2.4496,0.657
6026,120.5,2.0079,2.4504,0.6572
6027,120.52,2.0083,2.4501,0.6573
6028,120.54,2.0086,2.4503,0.6575
6029,120.56,2.009,2.451,0.6577
6030,120.58,2.0093,2.4522,0.6578
6031,120.6,2.0097,2.4515,0.658
6032,120.62,2.01,2.4516,0.6581
6033,120.64,2.0103,2.4525,0.6583
6034,120.66,2.0107,2.4538,0.6584
6035,120.68,2.011,2.4537,0.6585
6036,120.7,2.0113,2.4537,0.6587
6037,120.72,2.0117,2.4528,0.6588
6038,120.74,2.012,2.4523,0.659
6039,120.76,2.0123,2.4528,0.6591
6040,120.78,2.0127,2.4528,0.6593
6041,120.8,2.013,2.4537,0.6594
6042,120.82,2.0133,2.454,0.6595
6043,120.84,2.0136,2.4546,0.6596
6044,120.86,2.0139,2.4546,0.6598
6045,120.88,2.0143,2.4535,0.6599
6046,120.9,2.0146,2.4542,0.6601
6047,120.92,2.015,2.4553,0.6602
6048,120.94,2.0153,2.4557,0.6604
6049,120.96,2.0157,2.4555,0.6605
6050,120.98,2.016,2.4551,0.6607
6051,121.0,2.0164,2.4551,0.6608
6052,121.02,2.0167,2.4555,0.6609
6053,121.04,2.017,2.4561,0.6611
6054,121.06,2.0174,2.4555,0.6613
6055,121.08,2.0177,2.456,0.6614
6056,121.1,2.018,2.4573,0.6615
6057,121.12,2.0184,2.4581,0.6617
6058,121.14,2.0187,2.4582,0.6618
6059,121.16,2.019,2.4587,0.662
6060,121.18,2.0194,2.459,0.6621
6061,121.2,2.0197,2.4594,0.6623
6062,121.22,2.02,2.4589,0.6624
6063,121.24,2.0203,2.4584,0.6625
6064,121.26,2.0207,2.4589,0.6626
6065,121.28,2.021,2.46,0.6628
6066,121.3,2.0213,2.4599,0.6629
6067,121.32,2.0217,2.4598,0.6631
6068,121.34,2.022,2.4599,0.6632
6069,121.36,2.0224,2.46,0.6634
6070,121.38,2.0227,2.4607,0.6636
6071,121.4,2.0231,2.4611,0.6637
6072,121.42,2.0234,2.4609,0.6638
6073,121.44,2.0237,2.4607,0.6639
6074,121.46,2.024,2.4606,0.6641
6075,121.48,2.0244,2.4608,0.6642
6076,121.5,2.0247,2.4612,0.6643
6077,121.52,2.025,2.4609,0.6645
6078,121.54,2.0254,2.4614,0.6646
6079,121.56,2.0257,2.4621,0.6647
6080,121.58,2.026,2.4625,0.6649
6081,121.6,2.0263,2.4624,0.6651
6082,121.62,2.0266,2.4624,0.6652
6083,121.64,2.027,2.4623,0.6653
6084,121.66,2.0273,2.4626,0.6655
6085,121.68,2.0276,2.4633,0.6656
6086,121.7,2.028,2.4639,0.6657
6087,121.72,2.0283,2.4644,0.6659
6088,121.74,2.0287,2.4641,0.6661
6089,121.76,2.0291,2.4644,0.6662
6090,121.78,2.0294,2.4651,0.6664
6091,121.8,2.0297,2.4654,0.6665
6092,121.82,2.03,2.4662,0.6667
6093,121.84,2.0304,2.4666,0.6668
6094,121.86,2.0307,2.4662,0.6669
6095,121.88,2.031,2.4652,0.6671
6096,121.9,2.0313,2.4652,0.6672
6097,121.92,2.0316,2.4657,0.6673
6098,121.94,2.032,2.4666,0.6675
6099,121.96,2.0323,2.4675,0.6676
6100,121.98,2.0326,2.4676,0.6677
6101,122.0,2.0329,2.467,0.6678
6102,122.02,2.0333,2.4674,0.668
6103,122.04,2.0336,2.4684,0.6681
6104,122.06,2.0339,2.4679,0.6683
6105,122.08,2.0343,2.468,0.6684
6106,122.1,2.0346,2.468,0.6686
6107,122.12,2.035,2.468,0.6688
6108,122.14,2.0353,2.4684,0.6689
6109,122.16,2.0357,2.4692,0.6691
6110,122.18,2.036,2.4695,0.6693
6111,122.2,2.0364,2.4698,0.6694
6112,122.22,2.0367,2.4701,0.6695
6113,122.24,2.037,2.4697,0.6697
6114,122.26,2.0373,2.4697,0.6698
6115,122.28,2.0377,2.4705,0.6699
6116,122.3,2.038,2.47,0.6701
6117,122.32,2.0383,2.4703,0.6702
6118,122.34,2.0387,2.4707,0.6704
6119,122.36,2.039,2.4717,0.6705
6120,122.38,2.0393,2.4721,0.6706
6121,122.4,2.0396,2.4723,0.6707
6122,122.42,2.04,2.4727,0.6709
6123,122.44,2.0403,2.4724,0.671
6124,122.46,2.0406,2.4717,0.6712
6125,122.48,2.041,2.4722,0.6713
6126,122.5,2.0413,2.4725,0.6715
6127,122.52,2.0417,2.4723,0.6716
6128,122.54,2.042,2.4736,0.6718
6129,122.56,2.0424,2.4735,0.6719
6130,122.58,2.0427,2.4737,0.6721
6131,122.6,2.043,2.4738,0.6723
6132,122.62,2.0434,2.4741,0.6724
6133,122.64,2.0437,2.4748,0.6725
6134,122.66,2.044,2.475,0.6727
6135,122.68,2.0443,2.4751,0.6728
6136,122.7,2.0447,2.4755,0.673
6137,122.72,2.045,2.476,0.6732
6138,122.74,2.0453,2.4768,0.6733
6139,122.76,2.0457,2.4765,0.6734
6140,122.78,2.046,2.4765,0.6735
6141,122.8,2.0463,2.4768,0.6737
6142,122.82,2.0466,2.4767,0.6738
6143,122.84,2.047,2.4768,0.674
6144,122.86,2.0473,2.4771,0.6741
6145,122.88,2.0476,2.4772,0.6742
6146,122.9,2.048,2.4773,0.6744
6147,122.92,2.0483,2.4773,0.6745
6148,122.94,2.0487,2.4777,0.6747
6149,122.96,2.049,2.478,0.6749
6150,122.98,2.0494,2.4779,0.675
6151,123.0,2.0497,2.4778,0.6751
6152,123.02,2.05,2.4779,0.6753
6153,123.04,2.0503,2.4787,0.6754
6154,123.06,2.0507,2.4785,0.6756
6155,123.08,2.051,2.4791,0.6757
6156,123.1,2.0513,2.4798,0.6759
6157,123.12,2.0517,2.4794,0.676
6158,123.14,2.052,2.4793,0.6761
6159,123.16,2.0523,2.48,0.6763
6160,123.18,2.0526,2.4802,0.6764
6161,123.2,2.053,2.4807,0.6765
6162,123.22,2.0533,2.4811,0.6767
6163,123.24,2.0536,2.482,0.6768
6164,123.26,2.0539,2.4826,0.6769
6165,123.28,2.0543,2.4824,0.6771
6166,123.3,2.0546,2.4817,0.6772
6167,123.32,2.055,2.4822,0.6774
6168,123.34,2.0553,2.4836,0.6775
6169,123.36,2.0557,2.4836,0.6777
6170,123.38,2.056,2.4831,0.6779
6171,123.4,2.0564,2.4829,0.678
6172,123.42,2.0567,2.4828,0.6782
6173,123.44,2.057,2.4828,0.6783
6174,123.46,2.0574,2.4831,0.6785
6175,123.48,2.0577,2.4833,0.6786
6176,123.5,2.058,2.4844,0.6788
6177,123.52,2.0583,2.4848,0.6789
6178,123.54,2.0587,2.4845,0.6791
6179,123.56,2.059,2.4843,0.6792
6180,123.58,2.0593,2.4847,0.6793
6181,123.6,2.0596,2.4846,0.6795
6182,123.62,2.06,2.4847,0.6796
6183,123.64,2.0603,2.4853,0.6797
6184,123.66,2.0606,2.4859,0.6799
6185,123.68,2.0609,2.4865,0.68
6186,123.7,2.0613,2.486,0.6801
6187,123.72,2.0617,2.4865,0.6803
6188,123.74,2.062,2.4865,0.6805
6189,123.76,2.0624,2.4863,0.6806
6190,123.78,2.0627,2.4863,0.6808
6191,123.8,2.063,2.4869,0.6809
6192,123.82,2.0634,2.4872,0.6811
6193,123.84,2.0637,2.4879,0.6812
6194,123.86,2.064,2.4885,0.6813
6195,123.88,2.0644,2.4893,0.6815
6196,123.9,2.0647,2.4897,0.6817
6197,123.92,2.065,2.4895,0.6818
6198,123.94,2.0654,2.4888,0.6819
6199,123.96,2.0657,2.4886,0.6821
6200,123.98,2.066,2.4892,0.6822
6201,124.0,2.0663,2.4895,0.6823
6202,124.02,2.0666,2.4891,0.6825
6203,124.04,2.0669,2.4891,0.6826
6204,124.06,2.0673,2.4902,0.6827
6205,124.08,2.0676,2.491,0.6829
6206,124.1,2.068,2.4906,0.6831
6207,124.12,2.0683,2.4904,0.6832
6208,124.14,2.0687,2.4914,0.6834
6209,124.16,2.069,2.4923,0.6836
6210,124.18,2.0694,2.4924,0.6837
6211,124.2,2.0697,2.4922,0.6839
6212,124.22,2.07,2.4921,0.684
6213,124.24,2.0704,2.4917,0.6841
6214,124.26,2.0707,2.4925,0.6843
6215,124.28,2.071,2.4931,0.6845
6216,124.3,2.0714,2.4931,0.6846
6217,124.32,2.0717,2.4928,0.6847
6218,124.34,2.072,2.4938,0.6849
6219,124.36,2.0724,2.4945,0.685
6220,124.38,2.0727,2.4939,0.6851
6221,124.4,2.073,2.4938,0.6853
6222,124.42,2.0733,2.4946,0.6854
6223,124.44,2.0736,2.4945,0.6855
6224,124.46,2.074,2.494,0.6857
6225,124.48,2.0743,2.4943,0.6858
6226,124.5,2.0747,2.4955,0.686
6227,124.52,2.075,2.4958,0.6862
6228,124.54,2.0754,2.4958,0.6863
6229,124.56,2.0757,2.4953,0.6865
6230,124.58,2.076,2.4957,0.6866
6231,124.6,2.0764,2.4968,0.6867
6232,124.62,2.0767,2.4964,0.6869
6233,124.64,2.077,2.4966,0.687
6234,124.66,2.0774,2.4966,0.6872
6235,124.68,2.0777,2.4967,0.6873
6236,124.7,2.078,2.4967,0.6875
6237,124.72,2.0784,2.4967,0.6876
6238,124.74,2.0787,2.4972,0.6877
6239,124.76,2.079,2.4969,0.6879
6240,124.78,2.0793,2.4979,0.688
6241,124.8,2.0796,2.4981,0.6881
6242,124.82,2.08,2.4981,0.6883
6243,124.84,2.0803,2.4987,0.6884
6244,124.86,2.0806,2.4989,0.6886
6245,124.88,2.081,2.4985,0.6887
6246,124.9,2.0813,2.4986,0.6889
6247,124.92,2.0817,2.4991,0.689
6248,124.94,2.082,2.4994,0.6892
6249,124.96,2.0824,2.4999,0.6893
6250,124.98,2.0827,2.5001,0.6895
6251,125.0,2.0831,2.5001,0.6897
6252,125.02,2.0834,2.5,0.6898
6253,125.04,2.0837,2.5002,0.6899
6254,125.06,2.084,2.5005,0.69
6255,125.08,2.0844,2.5008,0.6902
