,Time,Displacement,Force,Strain 1
6360,127.18,2.1193,2.181,0.7415
6361,127.2,2.1196,2.1812,0.7417
6362,127.22,2.12,2.1822,0.7419
6363,127.24,2.1203,2.1829,0.742
6364,127.26,2.1207,2.1833,0.7422
6365,127.28,2.121,2.1829,0.7423
6366,127.3,2.1214,2.183,0.7425
6367,127.32,2.1217,2.1823,0.7426
6368,127.34,2.122,2.1826,0.7428
6369,127.36,2.1223,2.1834,0.743
6370,127.38,2.1227,2.1832,0.7431
6371,127.4,2.123,2.1833,0.7433
6372,127.42,2.1233,2.1832,0.7434
6373,127.44,2.1237,2.1832,0.7435
6374,127.46,2.124,2.1837,0.7437
6375,127.48,2.1243,2.185,0.7438
6376,127.5,2.1247,2.1846,0.744
6377,127.52,2.125,2.1844,0.7441
6378,127.54,2.1253,2.1837,0.7443
6379,127.56,2.1256,2.1842,0.7445
6380,127.58,2.1259,2.1845,0.7446
6381,127.6,2.1263,2.1855,0.7447
6382,127.62,2.1266,2.1858,0.7449
6383,127.64,2.127,2.1855,0.7451
6384,127.66,2.1273,2.1855,0.7452
6385,127.68,2.1277,2.1859,0.7454
6386,127.7,2.128,2.1865,0.7455
6387,127.72,2.1283,2.1858,0.7456
6388,127.74,2.1287,2.1858,0.7458
6389,127.76,2.129,2.187,0.746
6390,127.78,2.1293,2.1876,0.7461
6391,127.8,2.1297,2.1867,0.7463
6392,127.82,2.13,2.1871,0.7464
6393,127.84,2.1304,2.1874,0.7465
6394,127.86,2.1307,2.1873,0.7467
6395,127.88,2.131,2.1875,0.7468
6396,127.9,2.1313,2.188,0.747
6397,127.92,2.1316,2.1874,0.7471
6398,127.94,2.132,2.1881,0.7472
6399,127.96,2.1323,2.1887,0.7474
6400,127.98,2.1326,2.1881,0.7475
6401,128.0,2.133,2.1881,0.7477
6402,128.02,2.1333,2.1878,0.7479
6403,128.04,2.1337,2.1893,0.748
6404,128.06,2.1341,2.1897,0.7482
6405,128.08,2.1344,2.1893,0.7484
6406,128.1,2.1347,2.1895,0.7485
6407,128.12,2.1351,2.1891,0.7487
6408,128.14,2.1354,2.189,0.7488
6409,128.16,2.1357,2.1898,0.7489
6410,128.18,2.136,2.1904,0.7491
6411,128.2,2.1364,2.1903,0.7492
6412,128.22,2.1367,2.1903,0.7494
6413,128.24,2.137,2.1909,0.7495
6414,128.26,2.1373,2.192,0.7496
6415,128.28,2.1376,2.1915,0.7498
6416,128.3,2.138,2.1915,0.75
6417,128.32,2.1383,2.1912,0.7501
6418,128.34,2.1386,2.1917,0.7502
6419,128.36,2.1389,2.1914,0.7504
6420,128.38,2.1393,2.1918,0.7505
6421,128.4,2.1396,2.1913,0.7507
6422,128.42,2.14,2.1922,0.7508
6423,128.44,2.1403,2.1924,0.751
6424,128.46,2.1407,2.1921,0.7511
6425,128.48,2.141,2.1923,0.7513
6426,128.5,2.1414,2.1931,0.7515
6427,128.52,2.1417,2.1937,0.7516
6428,128.54,2.142,2.1928,0.7518
6429,128.56,2.1423,2.193,0.7519
6430,128.58,2.1427,2.1931,0.7521
6431,128.6,2.143,2.1933,0.7522
6432,128.62,2.1433,2.1934,0.7524
6433,128.64,2.1437,2.1934,0.7525
6434,128.66,2.144,2.1935,0.7526
6435,128.68,2.1443,2.1932,0.7528
6436,128.7,2.1446,2.1939,0.753
6437,128.72,2.1449,2.1942,0.7531
6438,128.74,2.1453,2.1941,0.7532
6439,128.76,2.1456,2.1942,0.7534
6440,128.78,2.1459,2.1944,0.7535
6441,128.8,2.1463,2.1943,0.7537
6442,128.82,2.1466,2.1948,0.7539
6443,128.84,2.147,2.1953,0.754
6444,128.86,2.1474,2.1957,0.7542
6445,128.88,2.1477,2.1956,0.7544
6446,128.9,2.148,2.1949,0.7545
6447,128.92,2.1483,2.1949,0.7546
6448,128.94,2.1487,2.1959,0.7548
6449,128.96,2.149,2.1967,0.7549
6450,128.98,2.1493,2.1971,0.7551
6451,129.0,2.1496,2.1968,0.7552
6452,129.02,2.15,2.197,0.7554
6453,129.04,2.1503,2.1964,0.7555
6454,129.06,2.1506,2.1967,0.7557
6455,129.08,2.1509,2.1963,0.7558
6456,129.1,2.1512,2.1962,0.7559
6457,129.12,2.1516,2.1966,0.7561
6458,129.14,2.1519,2.1972,0.7562
6459,129.16,2.1522,2.1979,0.7564
6460,129.18,2.1526,2.1985,0.7566
6461,129.2,2.153,2.1986,0.7567
6462,129.22,2.1533,2.198,0.7569
6463,129.24,2.1537,2.1984,0.7571
6464,129.26,2.1541,2.1987,0.7572
6465,129.28,2.1544,2.1988,0.7574
6466,129.3,2.1547,2.1993,0.7575
6467,129.32,2.155,2.1987,0.7576
6468,129.34,2.1554,2.1989,0.7578
6469,129.36,2.1557,2.199,0.758
6470,129.38,2.156,2.1996,0.7581
6471,129.4,2.1564,2.1998,0.7582
6472,129.42,2.1567,2.1996,0.7584
6473,129.44,2.157,2.1995,0.7586
6474,129.46,2.1573,2.1998,0.7587
6475,129.48,2.1577,2.2004,0.7588
6476,129.5,2.158,2.2002,0.759
6477,129.52,2.1583,2.2009,0.7591
6478,129.54,2.1586,2.2006,0.7592
6479,129.56,2.159,2.2002,0.7594
6480,129.58,2.1593,2.2006,0.7596
6481,129.6,2.1597,2.2011,0.7598
6482,129.62,2.16,2.2018,0.7599
6483,129.64,2.1604,2.2021,0.7601
6484,129.66,2.1607,2.2019,0.7602
6485,129.68,2.1611,2.2019,0.7604
6486,129.7,2.1614,2.202,0.7605
6487,129.72,2.1617,2.2019,0.7607
6488,129.74,2.162,2.202,0.7608
6489,129.76,2.1623,2.2023,0.7609
6490,129.78,2.1627,2.202,0.7611
6491,129.8,2.163,2.2019,0.7612
6492,129.82,2.1633,2.2022,0.7614
6493,129.84,2.1637,2.2025,0.7615
6494,129.86,2.164,2.2029,0.7617
6495,129.88,2.1643,2.2039,0.7618
6496,129.9,2.1646,2.2038,0.762
6497,129.92,2.1649,2.204,0.7621
6498,129.94,2.1653,2.2039,0.7622
6499,129.96,2.1656,2.2041,0.7624
6500,129.98,2.1659,2.2044,0.7626
6501,130.0,2.1663,2.2047,0.7627
6502,130.02,2.1667,2.2053,0.7629
6503,130.04,2.167,2.2051,0.763
6504,130.06,2.1674,2.2044,0.7632
6505,130.08,2.1677,2.2041,0.7634
6506,130.1,2.168,2.2044,0.7635
6507,130.12,2.1684,2.2049,0.7637
6508,130.14,2.1687,2.2059,0.7638
6509,130.16,2.169,2.2069,0.764
6510,130.18,2.1693,2.2065,0.7641
6511,130.2,2.1697,2.2055,0.7642
6512,130.22,2.17,2.206,0.7644
6513,130.24,2.1704,2.2063,0.7646
6514,130.26,2.1707,2.2065,0.7647
6515,130.28,2.171,2.206,0.7649
6516,130.3,2.1713,2.2069,0.765
6517,130.32,2.1716,2.2073,0.7651
6518,130.34,2.1719,2.2072,0.7653
6519,130.36,2.1723,2.2071,0.7654
6520,130.38,2.1726,2.2074,0.7656
6521,130.4,2.173,2.2077,0.7657
6522,130.42,2.1733,2.2068,0.7659
6523,130.44,2.1737,2.2068,0.766
6524,130.46,2.174,2.2072,0.7662
6525,130.48,2.1744,2.2081,0.7664
6526,130.5,2.1747,2.2085,0.7666
6527,130.52,2.175,2.2084,0.7667
6528,130.54,2.1753,2.2089,0.7668
6529,130.56,2.1757,2.2092,0.767
6530,130.58,2.176,2.2093,0.7671
6531,130.6,2.1763,2.2091,0.7673
6532,130.62,2.1767,2.209,0.7674
6533,130.64,2.177,2.2092,0.7676
6534,130.66,2.1773,2.2092,0.7677
6535,130.68,2.1777,2.2087,0.7678
6536,130.7,2.178,2.2084,0.768
6537,130.72,2.1783,2.2093,0.7681
6538,130.74,2.1786,2.2101,0.7683
6539,130.76,2.179,2.2104,0.7684
6540,130.78,2.1793,2.2112,0.7686
6541,130.8,2.1797,2.2115,0.7688
6542,130.82,2.18,2.2105,0.7689
6543,130.84,2.1804,2.2107,0.7692
6544,130.86,2.1808,2.2112,0.7693
6545,130.88,2.1811,2.2116,0.7695
6546,130.9,2.1814,2.2114,0.7696
6547,130.92,2.1817,2.2111,0.7697
6548,130.94,2.182,2.2112,0.7699
6549,130.96,2.1824,2.2112,0.7701
6550,130.98,2.1827,2.2117,0.7702
6551,131.0,2.183,2.2121,0.7704
6552,131.02,2.1833,2.2118,0.7705
6553,131.04,2.1837,2.2126,0.7706
6554,131.06,2.184,2.2127,0.7707
6555,131.08,2.1843,2.2125,0.7709
6556,131.1,2.1846,2.2129,0.7711
6557,131.12,2.1849,2.2131,0.7712
6558,131.14,2.1853,2.2129,0.7714
6559,131.16,2.1856,2.2128,0.7715
6560,131.18,2.1859,2.2125,0.7717
6561,131.2,2.1863,2.2121,0.7718
6562,131.22,2.1867,2.2127,0.772
6563,131.24,2.187,2.2135,0.7721
6564,131.26,2.1873,2.2137,0.7723
6565,131.28,2.1877,2.2137,0.7725
6566,131.3,2.188,2.2135,0.7726
6567,131.32,2.1883,2.2137,0.7728
6568,131.34,2.1887,2.2139,0.773
6569,131.36,2.189,2.2144,0.7731
6570,131.38,2.1893,2.2151,0.7732
6571,131.4,2.1897,2.2149,0.7734
6572,131.42,2.19,2.2149,0.7736
6573,131.44,2.1903,2.2147,0.7737
6574,131.46,2.1907,2.2151,0.7738
6575,131.48,2.191,2.2158,0.774
6576,131.5,2.1913,2.2157,0.7741
6577,131.52,2.1916,2.2155,0.7743
6578,131.54,2.1919,2.2165,0.7745
6579,131.56,2.1923,2.216,0.7746
6580,131.58,2.1926,2.2158,0.7747
6581,131.6,2.1929,2.2165,0.7749
6582,131.62,2.1933,2.217,0.7751
6583,131.64,2.1937,2.217,0.7753
6584,131.66,2.194,2.2175,0.7754
6585,131.68,2.1943,2.2178,0.7755
6586,131.7,2.1947,2.2181,0.7757
6587,131.72,2.195,2.2179,0.7758
6588,131.74,2.1953,2.2177,0.7759
6589,131.76,2.1956,2.2182,0.7761
6590,131.78,2.196,2.2185,0.7763
6591,131.8,2.1963,2.2176,0.7764
6592,131.82,2.1966,2.2176,0.7766
6593,131.84,2.197,2.2179,0.7768
6594,131.86,2.1973,2.2183,0.7769
6595,131.88,2.1976,2.2191,0.7771
6596,131.9,2.1979,2.2185,0.7772
6597,131.92,2.1983,2.2182,0.7773
6598,131.94,2.1986,2.2183,0.7775
6599,131.96,2.1989,2.219,0.7776
6600,131.98,2.1993,2.2196,0.7778
6601,132.0,2.1996,2.2192,0.778
6602,132.02,2.2,2.2196,0.7781
6603,132.04,2.2003,2.2195,0.7783
6604,132.06,2.2007,2.2195,0.7785
6605,132.08,2.201,2.2194,0.7786
6606,132.1,2.2014,2.2194,0.7787
6607,132.12,2.2017,2.2202,0.7789
6608,132.14,2.202,2.2202,0.7791
6609,132.16,2.2023,2.2205,0.7792
6610,132.18,2.2027,2.2211,0.7794
6611,132.2,2.203,2.221,0.7795
6612,132.22,2.2034,2.2215,0.7797
6613,132.24,2.2037,2.2215,0.7798
6614,132.26,2.204,2.2222,0.78
6615,132.28,2.2043,2.2223,0.7801
6616,132.3,2.2047,2.2219,0.7802
6617,132.32,2.205,2.2212,0.7804
6618,132.34,2.2053,2.2212,0.7805
6619,132.36,2.2057,2.2212,0.7807
6620,132.38,2.206,2.2215,0.7809
6621,132.4,2.2064,2.2222,0.7811
6622,132.42,2.2067,2.2228,0.7812
6623,132.44,2.2071,2.2232,0.7814
6624,132.46,2.2074,2.2226,0.7816
6625,132.48,2.2077,2.2229,0.7817
6626,132.5,2.208,2.2233,0.7819
6627,132.52,2.2084,2.2236,0.782
6628,132.54,2.2087,2.2239,0.7822
6629,132.56,2.209,2.2234,0.7823
6630,132.58,2.2093,2.2235,0.7824
6631,132.6,2.2096,2.2234,0.7826
6632,132.62,2.21,2.2241,0.7827
6633,132.64,2.2103,2.2236,0.7829
6634,132.66,2.2106,2.224,0.783
6635,132.68,2.2109,2.2244,0.7832
6636,132.7,2.2113,2.2251,0.7833
6637,132.72,2.2116,2.2253,0.7834
6638,132.74,2.2119,2.225,0.7836
6639,132.76,2.2123,2.2253,0.7837
6640,132.78,2.2126,2.2257,0.7839
6641,132.8,2.213,2.2259,0.7841
6642,132.82,2.2133,2.2258,0.7843
6643,132.84,2.2137,2.2252,0.7844
6644,132.86,2.214,2.226,0.7846
6645,132.88,2.2144,2.2266,0.7847
6646,132.9,2.2147,2.2266,0.7849
6647,132.92,2.215,2.2266,0.785
6648,132.94,2.2154,2.2265,0.7852
6649,132.96,2.2157,2.2271,0.7853
6650,132.98,2.216,2.2272,0.7855
6651,133.0,2.2163,2.2271,0.7856
6652,133.02,2.2167,2.227,0.7858
6653,133.04,2.217,2.2262,0.7859
6654,133.06,2.2173,2.227,0.7861
6655,133.08,2.2176,2.2269,0.7862
6656,133.1,2.2179,2.2267,0.7864
6657,133.12,2.2183,2.2267,0.7865
6658,133.14,2.2186,2.2273,0.7867
6659,133.16,2.2189,2.228,0.7869
6660,133.18,2.2193,2.2288,0.787
6661,133.2,2.2196,2.2293,0.7871
6662,133.22,2.22,2.229,0.7873
6663,133.24,2.2204,2.2295,0.7875
6664,133.26,2.2207,2.2291,0.7877
6665,133.28,2.221,2.2291,0.7878
6666,133.3,2.2214,2.2297,0.788
6667,133.32,2.2217,2.2299,0.7881
6668,133.34,2.222,2.2288,0.7883
6669,133.36,2.2224,2.2289,0.7884
6670,133.38,2.2227,2.2293,0.7886
6671,133.4,2.223,2.2307,0.7887
6672,133.42,2.2234,2.231,0.7889
6673,133.44,2.2237,2.2303,0.789
6674,133.46,2.224,2.2298,0.7892
6675,133.48,2.2244,2.2304,0.7893
6676,133.5,2.2247,2.2296,0.7895
6677,133.52,2.225,2.2296,0.7896
6678,133.54,2.2253,2.2294,0.7898
6679,133.56,2.2257,2.2298,0.7899
6680,133.58,2.226,2.23,0.7901
6681,133.6,2.2264,2.2306,0.7902
6682,133.62,2.2267,2.2311,0.7904
6683,133.64,2.2271,2.2316,0.7906
6684,133.66,2.2274,2.2319,0.7908
6685,133.68,2.2277,2.2317,0.7909
6686,133.7,2.228,2.2318,0.7911
6687,133.72,2.2284,2.2318,0.7912
6688,133.74,2.2287,2.232,0.7914
6689,133.76,2.229,2.2327,0.7915
6690,133.78,2.2294,2.2329,0.7917
6691,133.8,2.2297,2.2333,0.7918
6692,133.82,2.23,2.2329,0.792
6693,133.84,2.2304,2.2327,0.7921
6694,133.86,2.2307,2.2333,0.7922
6695,133.88,2.231,2.2337,0.7924
6696,133.9,2.2313,2.234,0.7925
6697,133.92,2.2316,2.2341,0.7927
6698,133.94,2.232,2.2344,0.7928
6699,133.96,2.2323,2.2342,0.793
6700,133.98,2.2326,2.2344,0.7932
6701,134.0,2.233,2.2335,0.7933
6702,134.02,2.2333,2.233,0.7935
6703,134.04,2.2337,2.2343,0.7936
6704,134.06,2.234,2.2348,0.7938
6705,134.08,2.2344,2.2355,0.7939
6706,134.1,2.2347,2.2359,0.7941
6707,134.12,2.235,2.2354,0.7943
6708,134.14,2.2354,2.2346,0.7944
6709,134.16,2.2357,2.235,0.7945
6710,134.18,2.236,2.2364,0.7947
6711,134.2,2.2364,2.236,0.7949
6712,134.22,2.2367,2.2351,0.795
6713,134.24,2.237,2.2345,0.7952
6714,134.26,2.2373,2.2355,0.7953
6715,134.28,2.2376,2.2359,0.7955
6716,134.3,2.2379,2.2363,0.7956
6717,134.32,2.2383,2.2364,0.7957
6718,134.34,2.2386,2.2364,0.7959
6719,134.36,2.2389,2.2367,0.7961
6720,134.38,2.2393,2.2363,0.7962
6721,134.4,2.2396,2.2357,0.7964
6722,134.42,2.24,2.236,0.7967
6723,134.44,2.2403,2.2368,0.7968
6724,134.46,2.2407,2.2374,0.7969
6725,134.48,2.241,2.238,0.797
6726,134.5,2.2413,2.2375,0.7972
6727,134.52,2.2417,2.238,0.7973
6728,134.54,2.242,2.2387,0.7975
6729,134.56,2.2424,2.2383,0.7977
6730,134.58,2.2427,2.2378,0.7978
6731,134.6,2.243,2.2381,0.798
6732,134.62,2.2434,2.2383,0.7981
6733,134.64,2.2437,2.2383,0.7983
6734,134.66,2.244,2.2386,0.7984
6735,134.68,2.2443,2.2397,0.7985
6736,134.7,2.2446,2.2398,0.7987
6737,134.72,2.2449,2.24,0.7988
6738,134.74,2.2453,2.2402,0.799
6739,134.76,2.2456,2.2402,0.7992
6740,134.78,2.2459,2.2394,0.7993
6741,134.8,2.2463,2.2392,0.7995
6742,134.82,2.2466,2.2396,0.7997
6743,134.84,2.247,2.2399,0.7998
6744,134.86,2.2474,2.2406,0.8
6745,134.88,2.2477,2.241,0.8002
6746,134.9,2.248,2.2416,0.8003
6747,134.92,2.2484,2.2406,0.8004
6748,134.94,2.2487,2.2407,0.8006
6749,134.96,2.249,2.241,0.8008
6750,134.98,2.2494,2.2416,0.8009
6751,135.0,2.2497,2.2418,0.8011
6752,135.02,2.25,2.2418,0.8012
6753,135.04,2.2504,2.2419,0.8013
6754,135.06,2.2507,2.2414,0.8014
6755,135.08,2.251,2.2411,0.8017
6756,135.1,2.2513,2.2412,0.8018
6757,135.12,2.2517,2.2419,0.802
6758,135.14,2.252,2.2425,0.8022
6759,135.16,2.2523,2.2422,0.8023
6760,135.18,2.2527,2.2426,0.8024
6761,135.2,2.253,2.2432,0.8026
6762,135.22,2.2534,2.2429,0.8028
6763,135.24,2.2537,2.243,0.803
6764,135.26,2.2541,2.2436,0.8031
6765,135.28,2.2544,2.2438,0.8032
6766,135.3,2.2547,2.244,0.8034
6767,135.32,2.255,2.2444,0.8036
6768,135.34,2.2554,2.2443,0.8037
6769,135.36,2.2557,2.2429,0.8039
6770,135.38,2.256,2.2428,0.804
6771,135.4,2.2564,2.2432,0.8042
6772,135.42,2.2567,2.2437,0.8043
6773,135.44,2.257,2.2444,0.8045
6774,135.46,2.2573,2.2446,0.8047
6775,135.48,2.2577,2.245,0.8048
6776,135.5,2.258,2.2451,0.8049
6777,135.52,2.2583,2.2446,0.8051
6778,135.54,2.2586,2.2454,0.8052
6779,135.56,2.259,2.2451,0.8054
6780,135.58,2.2593,2.2453,0.8055
6781,135.6,2.2597,2.245,0.8057
6782,135.62,2.26,2.2453,0.8059
6783,135.64,2.2604,2.2464,0.806
6784,135.66,2.2607,2.2471,0.8062
6785,135.68,2.261,2.2476,0.8064
6786,135.7,2.2614,2.247,0.8065
6787,135.72,2.2617,2.2465,0.8067
6788,135.74,2.262,2.2471,0.8068
6789,135.76,2.2623,2.2472,0.8069
6790,135.78,2.2626,2.2471,0.8071
6791,135.8,2.263,2.2468,0.8073
6792,135.82,2.2633,2.2464,0.8074
6793,135.84,2.2636,2.2466,0.8075
6794,135.86,2.2639,2.2473,0.8077
6795,135.88,2.2643,2.2473,0.8079
6796,135.9,2.2646,2.2477,0.808
6797,135.92,2.2649,2.2477,0.8082
6798,135.94,2.2652,2.2477,0.8083
6799,135.96,2.2656,2.2487,0.8085
6800,135.98,2.2659,2.249,0.8087
6801,136.0,2.2663,2.249,0.8088
6802,136.02,2.2667,2.2487,0.809
6803,136.04,2.267,2.2488,0.8091
6804,136.06,2.2674,2.2484,0.8093
6805,136.08,2.2677,2.2481,0.8095
6806,136.1,2.268,2.2491,0.8096
6807,136.12,2.2684,2.2503,0.8098
6808,136.14,2.2687,2.2505,0.81
6809,136.16,2.269,2.2503,0.8101
6810,136.18,2.2694,2.2509,0.8103
6811,136.2,2.2697,2.2504,0.8104
6812,136.22,2.27,2.2496,0.8105
6813,136.24,2.2704,2.2495,0.8107
6814,136.26,2.2707,2.2501,0.8108
6815,136.28,2.271,2.2502,0.811
6816,136.3,2.2713,2.2503,0.8112
6817,136.32,2.2717,2.2502,0.8113
6818,136.34,2.272,2.2507,0.8115
6819,136.36,2.2723,2.2512,0.8116
6820,136.38,2.2727,2.2508,0.8117
6821,136.4,2.273,2.2514,0.8119
6822,136.42,2.2734,2.2516,0.8121
6823,136.44,2.2737,2.2516,0.8123
6824,136.46,2.2741,2.2524,0.8124
6825,136.48,2.2744,2.2524,0.8126
6826,136.5,2.2747,2.2522,0.8128
6827,136.52,2.275,2.2519,0.8129
6828,136.54,2.2754,2.2517,0.813
6829,136.56,2.2757,2.2519,0.8132
6830,136.58,2.276,2.2525,0.8133
6831,136.6,2.2764,2.2521,0.8135
6832,136.62,2.2767,2.252,0.8136
6833,136.64,2.277,2.2516,0.8138
6834,136.66,2.2773,2.2526,0.8139
6835,136.68,2.2776,2.2526,0.8141
6836,136.7,2.278,2.2534,0.8143
6837,136.72,2.2783,2.2535,0.8144
6838,136.74,2.2786,2.2539,0.8146
6839,136.76,2.279,2.2542,0.8147
6840,136.78,2.2793,2.2543,0.8149
6841,136.8,2.2797,2.2545,0.815
6842,136.82,2.28,2.2544,0.8152
6843,136.84,2.2804,2.255,0.8154
6844,136.86,2.2807,2.255,0.8155
6845,136.88,2.281,2.2549,0.8157
6846,136.9,2.2814,2.2551,0.8159
6847,136.92,2.2817,2.2554,0.816
6848,136.94,2.282,2.2555,0.8161
6849,136.96,2.2823,2.2554,0.8163
6850,136.98,2.2827,2.2554,0.8165
6851,137.0,2.283,2.2554,0.8166
6852,137.02,2.2833,2.2561,0.8168
6853,137.04,2.2837,2.2566,0.8169
6854,137.06,2.284,2.2557,0.8171
6855,137.08,2.2843,2.2555,0.8172
6856,137.1,2.2846,2.2549,0.8174
6857,137.12,2.2849,2.2556,0.8175
6858,137.14,2.2852,2.2571,0.8177
6859,137.16,2.2856,2.257,0.8179
6860,137.18,2.2859,2.2568,0.818
6861,137.2,2.2863,2.2565,0.8182
6862,137.22,2.2867,2.2563,0.8184
6863,137.24,2.287,2.2566,0.8185
6864,137.26,2.2874,2.2569,0.8187
6865,137.28,2.2877,2.2572,0.8188
6866,137.3,2.288,2.2579,0.819
6867,137.32,2.2884,2.2586,0.8192
6868,137.34,2.2887,2.2578,0.8193
6869,137.36,2.289,2.2577,0.8195
6870,137.38,2.2894,2.2582,0.8197
6871,137.4,2.2897,2.2589,0.8198
6872,137.42,2.29,2.2585,0.82
6873,137.44,2.2903,2.2589,0.8201
6874,137.46,2.2907,2.2594,0.8202
6875,137.48,2.291,2.2591,0.8204
6876,137.5,2.2913,2.2586,0.8206
6877,137.52,2.2916,2.2591,0.8207
6878,137.54,2.2919,2.2601,0.8208
6879,137.56,2.2923,2.2594,0.821
6880,137.58,2.2926,2.2593,0.8212
6881,137.6,2.293,2.26,0.8214
6882,137.62,2.2933,2.2598,0.8215
6883,137.64,2.2937,2.2604,0.8217
6884,137.66,2.294,2.2609,0.8219
6885,137.68,2.2944,2.2605,0.822
6886,137.7,2.2947,2.2601,0.8222
6887,137.72,2.2951,2.2604,0.8224
6888,137.74,2.2954,2.2613,0.8225
6889,137.76,2.2957,2.2609,0.8227
6890,137.78,2.296,2.2605,0.8228
6891,137.8,2.2964,2.2605,0.8229
6892,137.82,2.2967,2.26,0.8231
6893,137.84,2.297,2.2602,0.8232
6894,137.86,2.2973,2.2617,0.8234
6895,137.88,2.2976,2.2617,0.8235
6896,137.9,2.298,2.2606,0.8236
6897,137.92,2.2983,2.2612,0.8238
6898,137.94,2.2986,2.262,0.8239
6899,137.96,2.2989,2.2615,0.8241
6900,137.98,2.2993,2.261,0.8243
6901,138.0,2.2996,2.2616,0.8245
6902,138.02,2.3,2.2625,0.8246
6903,138.04,2.3003,2.2631,0.8248
6904,138.06,2.3007,2.2634,0.825
6905,138.08,2.301,2.2633,0.8252
6906,138.1,2.3014,2.2633,0.8253
6907,138.12,2.3017,2.2632,0.8255
6908,138.14,2.302,2.2633,0.8256
6909,138.16,2.3024,2.2638,0.8258
6910,138.18,2.3027,2.2639,0.8259
6911,138.2,2.303,2.2631,0.8261
6912,138.22,2.3034,2.2635,0.8262
6913,138.24,2.3037,2.2634,0.8264
6914,138.26,2.304,2.2638,0.8266
6915,138.28,2.3043,2.2652,0.8267
6916,138.3,2.3047,2.2651,0.8269
6917,138.32,2.305,2.2649,0.827
6918,138.34,2.3053,2.2653,0.8272
6919,138.36,2.3056,2.2651,0.8273
6920,138.38,2.306,2.2644,0.8275
6921,138.4,2.3063,2.2645,0.8277
6922,138.42,2.3067,2.2648,0.8278
6923,138.44,2.307,2.2651,0.828
6924,138.46,2.3074,2.266,0.8282
6925,138.48,2.3077,2.2665,0.8283
6926,138.5,2.308,2.2658,0.8285
6927,138.52,2.3083,2.266,0.8286
6928,138.54,2.3087,2.2664,0.8288
6929,138.56,2.309,2.2667,0.829
6930,138.58,2.3093,2.2663,0.8291
6931,138.6,2.3097,2.2662,0.8292
6932,138.62,2.31,2.267,0.8294
6933,138.64,2.3103,2.267,0.8295
6934,138.66,2.3106,2.2673,0.8297
6935,138.68,2.311,2.2668,0.8298
6936,138.7,2.3113,2.2668,0.83
6937,138.72,2.3116,2.2676,0.8301
6938,138.74,2.3119,2.2676,0.8303
6939,138.76,2.3123,2.2676,0.8305
6940,138.78,2.3126,2.2683,0.8306
6941,138.8,2.313,2.2679,0.8308
6942,138.82,2.3133,2.2678,0.831
6943,138.84,2.3137,2.2684,0.8311
6944,138.86,2.314,2.269,0.8313
6945,138.88,2.3144,2.2687,0.8315
6946,138.9,2.3147,2.2686,0.8316
6947,138.92,2.315,2.2686,0.8318
6948,138.94,2.3154,2.2685,0.832
6949,138.96,2.3157,2.2687,0.8321
6950,138.98,2.316,2.2692,0.8323
6951,139.0,2.3164,2.2694,0.8324
6952,139.02,2.3167,2.2692,0.8325
6953,139.04,2.317,2.2689,0.8327
6954,139.06,2.3173,2.2681,0.8329
6955,139.08,2.3176,2.2692,0.833
6956,139.1,2.3179,2.27,0.8332
6957,139.12,2.3183,2.27,0.8333
6958,139.14,2.3186,2.2697,0.8334
6959,139.16,2.319,2.2702,0.8336
6960,139.18,2.3193,2.2706,0.8338
6961,139.2,2.3197,2.2702,0.834
6962,139.22,2.32,2.27,0.8341
6963,139.24,2.3204,2.2703,0.8343
6964,139.26,2.3207,2.2704,0.8344
6965,139.28,2.321,2.2708,0.8346
6966,139.3,2.3214,2.2714,0.8347
6967,139.32,2.3217,2.2712,0.8349
6968,139.34,2.322,2.272,0.8351
6969,139.36,2.3223,2.2714,0.8352
6970,139.38,2.3227,2.271,0.8354
6971,139.4,2.323,2.271,0.8355
6972,139.42,2.3234,2.2705,0.8357
6973,139.44,2.3237,2.2707,0.8358
6974,139.46,2.324,2.2713,0.836
6975,139.48,2.3243,2.2714,0.8362
6976,139.5,2.3246,2.2721,0.8363
6977,139.52,2.325,2.2729,0.8365
6978,139.54,2.3253,2.2728,0.8366
6979,139.56,2.3256,2.2723,0.8368
6980,139.58,2.326,2.272,0.8369
6981,139.6,2.3264,2.2726,0.8371
6982,139.62,2.3267,2.2728,0.8373
6983,139.64,2.327,2.2727,0.8375
6984,139.66,2.3274,2.2724,0.8376
6985,139.68,2.3277,2.2726,0.8378
6986,139.7,2.328,2.273,0.8379
6987,139.72,2.3283,2.2735,0.8381
6988,139.74,2.3287,2.2739,0.8383
6989,139.76,2.329,2.2747,0.8384
6990,139.78,2.3293,2.2738,0.8385
6991,139.8,2.3296,2.2738,0.8387
6992,139.82,2.33,2.2739,0.8389
6993,139.84,2.3303,2.2739,0.839
6994,139.86,2.3306,2.2737,0.8391
6995,139.88,2.3309,2.2746,0.8393
6996,139.9,2.3313,2.2751,0.8395
6997,139.92,2.3316,2.2748,0.8396
6998,139.94,2.3319,2.2747,0.8398
6999,139.96,2.3323,2.2755,0.84
7000,139.98,2.3327,2.2759,0.8401
7001,140.0,2.333,2.2749,0.8403
7002,140.02,2.3334,2.2756,0.8405
7003,140.04,2.3337,2.2758,0.8407
7004,140.06,2.334,2.2761,0.8408
7005,140.08,2.3344,2.2759,0.841
7006,140.1,2.3347,2.2761,0.8411
7007,140.12,2.335,2.2765,0.8413
7008,140.14,2.3353,2.2762,0.8414
