1,Time,Displacement,Force,Strain 1
,(s),(mm),(kN),(%)
"","118,8600","1,9807","2,1097","0,6807"
"","118,8800","1,9811","2,1099","0,6808"
"","118,9000","1,9814","2,1105","0,6810"
"","118,9200","1,9817","2,1100","0,6811"
"","118,9400","1,9821","2,1092","0,6813"
"","118,9600","1,9824","2,1096","0,6814"
"","118,9800","1,9827","2,1106","0,6815"
"","119,0000","1,9830","2,1107","0,6816"
"","119,0200","1,9833","2,1112","0,6818"
"","119,0400","1,9837","2,1115","0,6819"
"","119,0600","1,9840","2,1114","0,6821"
"","119,0800","1,9843","2,1114","0,6822"
"","119,1000","1,9846","2,1109","0,6823"
"","119,1200","1,9849","2,1106","0,6824"
"","119,1400","1,9852","2,1115","0,6826"
"","119,1600","1,9856","2,1118","0,6827"
"","119,1800","1,9859","2,1125","0,6829"
"","119,2000","1,9863","2,1128","0,6830"
"","119,2200","1,9866","2,1124","0,6832"
"","119,2400","1,9870","2,1125","0,6833"
"","119,2600","1,9873","2,1127","0,6835"
"","119,2800","1,9877","2,1137","0,6836"
"","119,3000","1,9880","2,1146","0,6838"
"","119,3200","1,9884","2,1147","0,6839"
"","119,3400","1,9887","2,1149","0,6841"
"","119,3600","1,9890","2,1145","0,6842"
"","119,3800","1,9893","2,1138","0,6844"
"","119,4000","1,9897","2,1140","0,6845"
"","119,4200","1,9900","2,1144","0,6847"
"","119,4400","1,9904","2,1157","0,6848"
"","119,4600","1,9907","2,1158","0,6850"
"","119,4800","1,9910","2,1155","0,6851"
"","119,5000","1,9913","2,1149","0,6852"
"","119,5200","1,9917","2,1146","0,6854"
"","119,5400","1,9920","2,1150","0,6855"
"","119,5600","1,9923","2,1150","0,6856"
"","119,5800","1,9926","2,1158","0,6858"
"","119,6000","1,9930","2,1167","0,6860"
"","119,6200","1,9933","2,1171","0,6861"
"","119,6400","1,9937","2,1175","0,6863"
"","119,6600","1,9940","2,1172","0,6864"
"","119,6800","1,9944","2,1169","0,6866"
"","119,7000","1,9947","2,1170","0,6867"
"","119,7200","1,9950","2,1174","0,6868"
"","119,7400","1,9954","2,1177","0,6869"
"","119,7600","1,9957","2,1184","0,6871"
"","119,7800","1,9960","2,1188","0,6872"
"","119,8000","1,9964","2,1180","0,6874"
"","119,8200","1,9967","2,1187","0,6875"
"","119,8400","1,9970","2,1187","0,6877"
"","119,8600","1,9974","2,1179","0,6879"
"","119,8800","1,9977","2,1179","0,6880"
"","119,9000","1,9980","2,1189","0,6881"
"","119,9200","1,9983","2,1190","0,6883"
"","119,9400","1,9987","2,1198","0,6885"
"","119,9600","1,9990","2,1203","0,6886"
"","119,9800","1,9993","2,1198","0,6887"
"","120,0000","1,9997","2,1197","0,6888"
"","120,0200","2,0000","2,1200","0,6890"
"","120,0400","2,0004","2,1204","0,6891"
"","120,0600","2,0008","2,1206","0,6893"
"","120,0800","2,0011","2,1207","0,6895"
"","120,1000","2,0014","2,1205","0,6896"
"","120,1200","2,0018","2,1199","0,6898"
"","120,1400","2,0021","2,1208","0,6899"
"","120,1600","2,0024","2,1212","0,6901"
"","120,1800","2,0027","2,1214","0,6902"
"","120,2000","2,0030","2,1214","0,6903"
"","120,2200","2,0033","2,1223","0,6905"
"","120,2400","2,0037","2,1218","0,6906"
"","120,2600","2,0040","2,1225","0,6908"
"","120,2800","2,0043","2,1230","0,6909"
"","120,3000","2,0046","2,1227","0,6910"
"","120,3200","2,0050","2,1228","0,6911"
"","120,3400","2,0053","2,1229","0,6912"
"","120,3600","2,0056","2,1223","0,6914"
"","120,3800","2,0059","2,1224","0,6916"
"","120,4000","2,0063","2,1223","0,6917"
"","120,4200","2,0066","2,1233","0,6919"
"","120,4400","2,0070","2,1238","0,6920"
"","120,4600","2,0073","2,1238","0,6922"
"","120,4800","2,0077","2,1235","0,6923"
"","120,5000","2,0080","2,1237","0,6924"
"","120,5200","2,0083","2,1240","0,6926"
"","120,5400","2,0087","2,1242","0,6927"
"","120,5600","2,0090","2,1242","0,6929"
"","120,5800","2,0093","2,1242","0,6930"
"","120,6000","2,0096","2,1253","0,6932"
"","120,6200","2,0100","2,1258","0,6933"
"","120,6400","2,0103","2,1254","0,6935"
"","120,6600","2,0106","2,1255","0,6936"
"","120,6800","2,0110","2,1262","0,6937"
"","120,7000","2,0113","2,1273","0,6938"
"","120,7200","2,0116","2,1267","0,6940"
"","120,7400","2,0119","2,1264","0,6941"
"","120,7600","2,0122","2,1267","0,6943"
"","120,7800","2,0126","2,1265","0,6944"
"","120,8000","2,0129","2,1274","0,6945"
"","120,8200","2,0132","2,1275","0,6947"
"","120,8400","2,0136","2,1277","0,6949"
"","120,8600","2,0140","2,1283","0,6950"
"","120,8800","2,0143","2,1275","0,6952"
"","120,9000","2,0147","2,1273","0,6953"
"","120,9200","2,0150","2,1273","0,6955"
"","120,9400","2,0153","2,1282","0,6956"
"","120,9600","2,0157","2,1289","0,6958"
"","120,9800","2,0160","2,1289","0,6960"
"","121,0000","2,0163","2,1288","0,6961"
"","121,0200","2,0167","2,1297","0,6963"
"","121,0400","2,0170","2,1302","0,6964"
"","121,0600","2,0173","2,1297","0,6966"
"","121,0800","2,0177","2,1293","0,6967"
"","121,1000","2,0180","2,1298","0,6968"
"","121,1200","2,0183","2,1299","0,6970"
"","121,1400","2,0186","2,1301","0,6971"
"","121,1600","2,0190","2,1306","0,6973"
"","121,1800","2,0193","2,1300","0,6974"
"","121,2000","2,0196","2,1296","0,6975"
"","121,2200","2,0200","2,1303","0,6977"
"","121,2400","2,0203","2,1305","0,6978"
"","121,2600","2,0207","2,1313","0,6980"
"","121,2800","2,0210","2,1318","0,6981"
"","121,3000","2,0214","2,1325","0,6983"
"","121,3200","2,0217","2,1321","0,6984"
"","121,3400","2,0220","2,1314","0,6986"
"","121,3600","2,0223","2,1319","0,6987"
"","121,3800","2,0227","2,1326","0,6988"
"","121,4000","2,0230","2,1330","0,6990"
"","121,4200","2,0233","2,1328","0,6991"
"","121,4400","2,0237","2,1333","0,6993"
"","121,4600","2,0240","2,1332","0,6994"
"","121,4800","2,0244","2,1326","0,6996"
"","121,5000","2,0247","2,1325","0,6997"
"","121,5200","2,0250","2,1335","0,6998"
"","121,5400","2,0253","2,1341","0,7000"
"","121,5600","2,0256","2,1338","0,7001"
"","121,5800","2,0260","2,1343","0,7003"
"","121,6000","2,0263","2,1341","0,7005"
"","121,6200","2,0267","2,1335","0,7006"
"","121,6400","2,0271","2,1345","0,7008"
"","121,6600","2,0274","2,1357","0,7010"
"","121,6800","2,0277","2,1361","0,7011"
"","121,7000","2,0281","2,1356","0,7012"
"","121,7200","2,0284","2,1354","0,7014"
"","121,7400","2,0287","2,1359","0,7015"
"","121,7600","2,0290","2,1361","0,7016"
"","121,7800","2,0293","2,1364","0,7017"
"","121,8000","2,0297","2,1357","0,7019"
"","121,8200","2,0300","2,1359","0,7020"
"","121,8400","2,0303","2,1354","0,7022"
"","121,8600","2,0306","2,1363","0,7024"
"","121,8800","2,0310","2,1370","0,7025"
"","121,9000","2,0313","2,1373","0,7026"
"","121,9200","2,0316","2,1372","0,7027"
"","121,9400","2,0319","2,1372","0,7028"
"","121,9600","2,0322","2,1368","0,7030"
"","121,9800","2,0326","2,1365","0,7032"
"","122,0000","2,0329","2,1376","0,7033"
"","122,0200","2,0333","2,1380","0,7035"
"","122,0400","2,0337","2,1387","0,7036"
"","122,0600","2,0340","2,1385","0,7038"
"","122,0800","2,0344","2,1382","0,7039"
"","122,1000","2,0347","2,1381","0,7041"
"","122,1200","2,0350","2,1385","0,7042"
"","122,1400","2,0354","2,1390","0,7044"
"","122,1600","2,0357","2,1390","0,7045"
"","122,1800","2,0360","2,1394","0,7046"
"","122,2000","2,0363","2,1399","0,7048"
"","122,2200","2,0367","2,1410","0,7050"
"","122,2400","2,0370","2,1404","0,7051"
"","122,2600","2,0373","2,1401","0,7053"
"","122,2800","2,0376","2,1399","0,7054"
"","122,3000","2,0380","2,1403","0,7055"
"","122,3200","2,0383","2,1395","0,7057"
"","122,3400","2,0386","2,1405","0,7058"
"","122,3600","2,0389","2,1408","0,7059"
"","122,3800","2,0393","2,1410","0,7061"
"","122,4000","2,0396","2,1408","0,7063"
"","122,4200","2,0400","2,1408","0,7064"
"","122,4400","2,0403","2,1413","0,7066"
"","122,4600","2,0407","2,1416","0,7068"
"","122,4800","2,0411","2,1417","0,7069"
"","122,5000","2,0414","2,1426","0,7071"
"","122,5200","2,0417","2,1430","0,7072"
"","122,5400","2,0420","2,1423","0,7073"
"","122,5600","2,0424","2,1417","0,7074"
"","122,5800","2,0427","2,1417","0,7076"
"","122,6000","2,0430","2,1424","0,7077"
"","122,6200","2,0434","2,1433","0,7079"
"","122,6400","2,0437","2,1445","0,7080"
"","122,6600","2,0440","2,1448","0,7082"
"","122,6800","2,0444","2,1444","0,7083"
"","122,7000","2,0447","2,1446","0,7085"
"","122,7200","2,0450","2,1453","0,7086"
"","122,7400","2,0453","2,1450","0,7087"
"","122,7600","2,0457","2,1444","0,7089"
"","122,7800","2,0460","2,1437","0,7090"
"","122,8000","2,0463","2,1438","0,7092"
"","122,8200","2,0467","2,1440","0,7093"
"","122,8400","2,0470","2,1440","0,7095"
"","122,8600","2,0474","2,1448","0,7096"
"","122,8800","2,0477","2,1453","0,7098"
"","122,9000","2,0481","2,1457","0,7099"
"","122,9200","2,0484","2,1455","0,7101"
"","122,9400","2,0487","2,1452","0,7102"
"","122,9600","2,0490","2,1450","0,7103"
"","122,9800","2,0494","2,1447","0,7105"
"","123,0000","2,0497","2,1456","0,7107"
"","123,0200","2,0500","2,1463","0,7108"
"","123,0400","2,0504","2,1468","0,7110"
"","123,0600","2,0507","2,1474","0,7111"
"","123,0800","2,0510","2,1469","0,7112"
"","123,1000","2,0513","2,1467","0,7114"
"","123,1200","2,0516","2,1476","0,7115"
"","123,1400","2,0520","2,1474","0,7117"
"","123,1600","2,0523","2,1474","0,7118"
"","123,1800","2,0526","2,1484","0,7119"
"","123,2000","2,0530","2,1485","0,7121"
"","123,2200","2,0533","2,1484","0,7122"
"","123,2400","2,0537","2,1486","0,7124"
"","123,2600","2,0540","2,1477","0,7126"
"","123,2800","2,0544","2,1483","0,7127"
"","123,3000","2,0547","2,1493","0,7128"
"","123,3200","2,0550","2,1496","0,7130"
"","123,3400","2,0554","2,1493","0,7131"
"","123,3600","2,0557","2,1489","0,7133"
"","123,3800","2,0560","2,1479","0,7134"
"","123,4000","2,0564","2,1492","0,7135"
"","123,4200","2,0567","2,1502","0,7137"
"","123,4400","2,0570","2,1502","0,7138"
"","123,4600","2,0573","2,1498","0,7140"
"","123,4800","2,0577","2,1502","0,7141"
"","123,5000","2,0580","2,1510","0,7143"
"","123,5200","2,0583","2,1509","0,7144"
"","123,5400","2,0586","2,1513","0,7145"
"","123,5600","2,0589","2,1512","0,7146"
"","123,5800","2,0593","2,1515","0,7148"
"","123,6000","2,0596","2,1519","0,7149"
"","123,6200","2,0599","2,1521","0,7151"
"","123,6400","2,0603","2,1515","0,7153"
"","123,6600","2,0607","2,1517","0,7154"
"","123,6800","2,0610","2,1515","0,7156"
"","123,7000","2,0613","2,1520","0,7157"
"","123,7200","2,0617","2,1528","0,7159"
"","123,7400","2,0620","2,1531","0,7161"
"","123,7600","2,0624","2,1536","0,7162"
"","123,7800","2,0627","2,1543","0,7163"
"","123,8000","2,0630","2,1542","0,7165"
"","123,8200","2,0634","2,1533","0,7167"
"","123,8400","2,0637","2,1531","0,7168"
"","123,8600","2,0640","2,1533","0,7169"
"","123,8800","2,0643","2,1539","0,7171"
"","123,9000","2,0647","2,1548","0,7172"
"","123,9200","2,0650","2,1551","0,7174"
"","123,9400","2,0653","2,1545","0,7175"
"","123,9600","2,0656","2,1550","0,7176"
"","123,9800","2,0660","2,1550","0,7178"
"","124,0000","2,0663","2,1556","0,7179"
"","124,0200","2,0667","2,1552","0,7181"
"","124,0400","2,0670","2,1546","0,7183"
"","124,0600","2,0674","2,1548","0,7184"
"","124,0800","2,0677","2,1557","0,7186"
"","124,1000","2,0680","2,1563","0,7187"
"","124,1200","2,0684","2,1563","0,7188"
"","124,1400","2,0687","2,1558","0,7190"
"","124,1600","2,0690","2,1560","0,7191"
"","124,1800","2,0694","2,1566","0,7193"
"","124,2000","2,0697","2,1570","0,7194"
"","124,2200","2,0701","2,1574","0,7196"
"","124,2400","2,0704","2,1578","0,7197"
"","124,2600","2,0707","2,1572","0,7198"
"","124,2800","2,0710","2,1573","0,7200"
"","124,3000","2,0714","2,1579","0,7201"
"","124,3200","2,0717","2,1582","0,7205"
"","124,3400","2,0720","2,1579","0,7207"
"","124,3600","2,0723","2,1578","0,7207"
"","124,3800","2,0726","2,1580","0,7207"
"","124,4000","2,0730","2,1581","0,7209"
"","124,4200","2,0733","2,1579","0,7210"
"","124,4400","2,0737","2,1572","0,7211"
"","124,4600","2,0740","2,1586","0,7213"
"","124,4800","2,0744","2,1597","0,7215"
"","124,5000","2,0747","2,1602","0,7217"
"","124,5200","2,0750","2,1594","0,7218"
"","124,5400","2,0754","2,1598","0,7219"
"","124,5600","2,0757","2,1602","0,7221"
"","124,5800","2,0760","2,1603","0,7223"
"","124,6000","2,0764","2,1604","0,7224"
"","124,6200","2,0767","2,1605","0,7225"
"","124,6400","2,0770","2,1607","0,7227"
"","124,6600","2,0774","2,1607","0,7228"
"","124,6800","2,0777","2,1602","0,7230"
"","124,7000","2,0780","2,1606","0,7232"
"","124,7200","2,0783","2,1607","0,7233"
"","124,7400","2,0787","2,1611","0,7234"
"","124,7600","2,0790","2,1616","0,7236"
"","124,7800","2,0793","2,1622","0,7237"
"","124,8000","2,0797","2,1620","0,7238"
"","124,8200","2,0800","2,1619","0,7240"
"","124,8400","2,0804","2,1617","0,7242"
"","124,8600","2,0807","2,1629","0,7243"
"","124,8800","2,0811","2,1632","0,7245"
"","124,9000","2,0814","2,1632","0,7246"
"","124,9200","2,0817","2,1619","0,7247"
"","124,9400","2,0820","2,1627","0,7249"
"","124,9600","2,0824","2,1634","0,7251"
"","124,9800","2,0827","2,1629","0,7252"
"","125,0000","2,0830","2,1631","0,7253"
"","125,0200","2,0833","2,1635","0,7255"
"","125,0400","2,0836","2,1641","0,7256"
"","125,0600","2,0840","2,1641","0,7257"
"","125,0800","2,0843","2,1636","0,7259"
"","125,1000","2,0846","2,1639","0,7260"
"","125,1200","2,0850","2,1651","0,7262"
"","125,1400","2,0853","2,1651","0,7263"
"","125,1600","2,0856","2,1647","0,7265"
"","125,1800","2,0859","2,1651","0,7267"
"","125,2000","2,0863","2,1653","0,7268"
"","125,2200","2,0866","2,1654","0,7270"
"","125,2400","2,0870","2,1652","0,7271"
"","125,2600","2,0874","2,1658","0,7273"
"","125,2800","2,0877","2,1661","0,7275"
"","125,3000","2,0880","2,1665","0,7276"
"","125,3200","2,0884","2,1665","0,7278"
"","125,3400","2,0887","2,1657","0,7279"
"","125,3600","2,0890","2,1665","0,7281"
"","125,3800","2,0894","2,1676","0,7282"
"","125,4000","2,0897","2,1673","0,7283"
"","125,4200","2,0900","2,1674","0,7285"
"","125,4400","2,0904","2,1671","0,7286"
"","125,4600","2,0907","2,1671","0,7288"
"","125,4800","2,0910","2,1673","0,7289"
"","125,5000","2,0913","2,1679","0,7290"
"","125,5200","2,0917","2,1685","0,7292"
"","125,5400","2,0920","2,1685","0,7293"
"","125,5600","2,0923","2,1683","0,7295"
"","125,5800","2,0926","2,1673","0,7297"
"","125,6000","2,0930","2,1674","0,7298"
"","125,6200","2,0933","2,1675","0,7300"
"","125,6400","2,0937","2,1692","0,7301"
"","125,6600","2,0940","2,1697","0,7302"
"","125,6800","2,0944","2,1694","0,7304"
"","125,7000","2,0947","2,1689","0,7305"
"","125,7200","2,0950","2,1689","0,7307"
"","125,7400","2,0954","2,1696","0,7309"
"","125,7600","2,0957","2,1707","0,7311"
"","125,7800","2,0960","2,1706","0,7313"
"","125,8000","2,0964","2,1700","0,7314"
"","125,8200","2,0967","2,1701","0,7314"
"","125,8400","2,0970","2,1707","0,7316"
"","125,8600","2,0973","2,1714","0,7318"
"","125,8800","2,0977","2,1716","0,7319"
"","125,9000","2,0980","2,1710","0,7321"
"","125,9200","2,0983","2,1711","0,7322"
"","125,9400","2,0986","2,1715","0,7324"
"","125,9600","2,0990","2,1722","0,7325"
"","125,9800","2,0993","2,1720","0,7327"
"","126,0000","2,0996","2,1722","0,7328"
"","126,0200","2,1000","2,1725","0,7330"
"","126,0400","2,1004","2,1722","0,7332"
"","126,0600","2,1007","2,1725","0,7333"
"","126,0800","2,1010","2,1730","0,7334"
"","126,1000","2,1014","2,1735","0,7336"
"","126,1200","2,1017","2,1733","0,7338"
"","126,1400","2,1020","2,1736","0,7339"
"","126,1600","2,1024","2,1728","0,7340"
"","126,1800","2,1027","2,1726","0,7342"
"","126,2000","2,1030","2,1726","0,7343"
"","126,2200","2,1033","2,1737","0,7344"
"","126,2400","2,1037","2,1746","0,7346"
"","126,2600","2,1040","2,1736","0,7348"
"","126,2800","2,1043","2,1741","0,7349"
"","126,3000","2,1046","2,1750","0,7350"
"","126,3200","2,1050","2,1748","0,7352"
"","126,3400","2,1053","2,1743","0,7353"
"","126,3600","2,1056","2,1743","0,7354"
"","126,3800","2,1059","2,1747","0,7356"
"","126,4000","2,1063","2,1742","0,7357"
"","126,4200","2,1066","2,1749","0,7359"
"","126,4400","2,1070","2,1752","0,7361"
"","126,4600","2,1074","2,1753","0,7362"
"","126,4800","2,1077","2,1755","0,7364"
"","126,5000","2,1081","2,1763","0,7365"
"","126,5200","2,1084","2,1762","0,7367"
"","126,5400","2,1087","2,1759","0,7368"
"","126,5600","2,1090","2,1763","0,7370"
"","126,5800","2,1094","2,1766","0,7371"
"","126,6000","2,1097","2,1772","0,7372"
"","126,6200","2,1100","2,1769","0,7374"
"","126,6400","2,1104","2,1777","0,7375"
"","126,6600","2,1107","2,1781","0,7377"
"","126,6800","2,1110","2,1780","0,7379"
"","126,7000","2,1113","2,1775","0,7380"
"","126,7200","2,1116","2,1774","0,7381"
"","126,7400","2,1120","2,1772","0,7383"
"","126,7600","2,1123","2,1778","0,7384"
"","126,7800","2,1126","2,1780","0,7386"
"","126,8000","2,1130","2,1784","0,7387"
"","126,8200","2,1133","2,1792","0,7389"
"","126,8400","2,1137","2,1796","0,7390"
"","126,8600","2,1141","2,1789","0,7392"
"","126,8800","2,1144","2,1787","0,7394"
"","126,9000","2,1147","2,1792","0,7395"
"","126,9200","2,1151","2,1799","0,7397"
"","126,9400","2,1154","2,1792","0,7398"
"","126,9600","2,1157","2,1798","0,7399"
"","126,9800","2,1160","2,1806","0,7401"
"","127,0000","2,1164","2,1803","0,7403"
"","127,0200","2,1167","2,1797","0,7404"
"","127,0400","2,1170","2,1798","0,7406"
"","127,0600","2,1173","2,1801","0,7407"
"","127,0800","2,1177","2,1806","0,7408"
"","127,1000","2,1180","2,1810","0,7410"
"","127,1200","2,1183","2,1810","0,7411"
"","127,1400","2,1186","2,1812","0,7412"
"","127,1600","2,1189","2,1812","0,7414"
"","127,1800","2,1193","2,1810","0,7415"
"","127,2000","2,1196","2,1812","0,7417"
"","127,2200","2,1200","2,1822","0,7419"
"","127,2400","2,1203","2,1829","0,7420"
"","127,2600","2,1207","2,1833","0,7422"
"","127,2800","2,1210","2,1829","0,7423"
"","127,3000","2,1214","2,1830","0,7425"
"","127,3200","2,1217","2,1823","0,7426"
"","127,3400","2,1220","2,1826","0,7428"
"","127,3600","2,1223","2,1834","0,7430"
"","127,3800","2,1227","2,1832","0,7431"
"","127,4000","2,1230","2,1833","0,7433"
"","127,4200","2,1233","2,1832","0,7434"
"","127,4400","2,1237","2,1832","0,7435"
"","127,4600","2,1240","2,1837","0,7437"
"","127,4800","2,1243","2,1850","0,7438"
"","127,5000","2,1247","2,1846","0,7440"
"","127,5200","2,1250","2,1844","0,7441"
"","127,5400","2,1253","2,1837","0,7443"
"","127,5600","2,1256","2,1842","0,7445"
"","127,5800","2,1259","2,1845","0,7446"
"","127,6000","2,1263","2,1855","0,7447"
"","127,6200","2,1266","2,1858","0,7449"
"","127,6400","2,1270","2,1855","0,7451"
"","127,6600","2,1273","2,1855","0,7452"
"","127,6800","2,1277","2,1859","0,7454"
"","127,7000","2,1280","2,1865","0,7455"
"","127,7200","2,1283","2,1858","0,7456"
"","127,7400","2,1287","2,1858","0,7458"
"","127,7600","2,1290","2,1870","0,7460"
"","127,7800","2,1293","2,1876","0,7461"
"","127,8000","2,1297","2,1867","0,7463"
"","127,8200","2,1300","2,1871","0,7464"
"","127,8400","2,1304","2,1874","0,7465"
"","127,8600","2,1307","2,1873","0,7467"
"","127,8800","2,1310","2,1875","0,7468"
"","127,9000","2,1313","2,1880","0,7470"
"","127,9200","2,1316","2,1874","0,7471"
"","127,9400","2,1320","2,1881","0,7472"
"","127,9600","2,1323","2,1887","0,7474"
"","127,9800","2,1326","2,1881","0,7475"
"","128,0000","2,1330","2,1881","0,7477"
"","128,0200","2,1333","2,1878","0,7479"
"","128,0400","2,1337","2,1893","0,7480"
"","128,0600","2,1341","2,1897","0,7482"
"","128,0800","2,1344","2,1893","0,7484"
"","128,1000","2,1347","2,1895","0,7485"
"","128,1200","2,1351","2,1891","0,7487"
"","128,1400","2,1354","2,1890","0,7488"
"","128,1600","2,1357","2,1898","0,7489"
"","128,1800","2,1360","2,1904","0,7491"
"","128,2000","2,1364","2,1903","0,7492"
"","128,2200","2,1367","2,1903","0,7494"
"","128,2400","2,1370","2,1909","0,7495"
"","128,2600","2,1373","2,1920","0,7496"
"","128,2800","2,1376","2,1915","0,7498"
"","128,3000","2,1380","2,1915","0,7500"
"","128,3200","2,1383","2,1912","0,7501"
"","128,3400","2,1386","2,1917","0,7502"
"","128,3600","2,1389","2,1914","0,7504"
"","128,3800","2,1393","2,1918","0,7505"
"","128,4000","2,1396","2,1913","0,7507"
"","128,4200","2,1400","2,1922","0,7508"
"","128,4400","2,1403","2,1924","0,7510"
"","128,4600","2,1407","2,1921","0,7511"
"","128,4800","2,1410","2,1923","0,7513"
"","128,5000","2,1414","2,1931","0,7515"
"","128,5200","2,1417","2,1937","0,7516"
"","128,5400","2,1420","2,1928","0,7518"
"","128,5600","2,1423","2,1930","0,7519"
"","128,5800","2,1427","2,1931","0,7521"
"","128,6000","2,1430","2,1933","0,7522"
"","128,6200","2,1433","2,1934","0,7524"
"","128,6400","2,1437","2,1934","0,7525"
"","128,6600","2,1440","2,1935","0,7526"
"","128,6800","2,1443","2,1932","0,7528"
"","128,7000","2,1446","2,1939","0,7530"
"","128,7200","2,1449","2,1942","0,7531"
"","128,7400","2,1453","2,1941","0,7532"
"","128,7600","2,1456","2,1942","0,7534"
"","128,7800","2,1459","2,1944","0,7535"
"","128,8000","2,1463","2,1943","0,7537"
"","128,8200","2,1466","2,1948","0,7539"
"","128,8400","2,1470","2,1953","0,7540"
"","128,8600","2,1474","2,1957","0,7542"
"","128,8800","2,1477","2,1956","0,7544"
"","128,9000","2,1480","2,1949","0,7545"
"","128,9200","2,1483","2,1949","0,7546"
"","128,9400","2,1487","2,1959","0,7548"
"","128,9600","2,1490","2,1967","0,7549"
"","128,9800","2,1493","2,1971","0,7551"
"","129,0000","2,1496","2,1968","0,7552"
"","129,0200","2,1500","2,1970","0,7554"
"","129,0400","2,1503","2,1964","0,7555"
"","129,0600","2,1506","2,1967","0,7557"
"","129,0800","2,1509","2,1963","0,7558"
"","129,1000","2,1512","2,1962","0,7559"
"","129,1200","2,1516","2,1966","0,7561"
"","129,1400","2,1519","2,1972","0,7562"
"","129,1600","2,1522","2,1979","0,7564"
"","129,1800","2,1526","2,1985","0,7566"
"","129,2000","2,1530","2,1986","0,7567"
"","129,2200","2,1533","2,1980","0,7569"
"","129,2400","2,1537","2,1984","0,7571"
"","129,2600","2,1541","2,1987","0,7572"
"","129,2800","2,1544","2,1988","0,7574"
"","129,3000","2,1547","2,1993","0,7575"
"","129,3200","2,1550","2,1987","0,7576"
"","129,3400","2,1554","2,1989","0,7578"
"","129,3600","2,1557","2,1990","0,7580"
"","129,3800","2,1560","2,1996","0,7581"
"","129,4000","2,1564","2,1998","0,7582"
"","129,4200","2,1567","2,1996","0,7584"
"","129,4400","2,1570","2,1995","0,7586"
"","129,4600","2,1573","2,1998","0,7587"
"","129,4800","2,1577","2,2004","0,7588"
"","129,5000","2,1580","2,2002","0,7590"
"","129,5200","2,1583","2,2009","0,7591"
"","129,5400","2,1586","2,2006","0,7592"
"","129,5600","2,1590","2,2002","0,7594"
"","129,5800","2,1593","2,2006","0,7596"
"","129,6000","2,1597","2,2011","0,7598"
"","129,6200","2,1600","2,2018","0,7599"
"","129,6400","2,1604","2,2021","0,7601"
"","129,6600","2,1607","2,2019","0,7602"
"","129,6800","2,1611","2,2019","0,7604"
"","129,7000","2,1614","2,2020","0,7605"
"","129,7200","2,1617","2,2019","0,7607"
"","129,7400","2,1620","2,2020","0,7608"
"","129,7600","2,1623","2,2023","0,7609"
"","129,7800","2,1627","2,2020","0,7611"
"","129,8000","2,1630","2,2019","0,7612"
"","129,8200","2,1633","2,2022","0,7614"
"","129,8400","2,1637","2,2025","0,7615"
"","129,8600","2,1640","2,2029","0,7617"
"","129,8800","2,1643","2,2039","0,7618"
"","129,9000","2,1646","2,2038","0,7620"
"","129,9200","2,1649","2,2040","0,7621"
"","129,9400","2,1653","2,2039","0,7622"
"","129,9600","2,1656","2,2041","0,7624"
"","129,9800","2,1659","2,2044","0,7626"
"","130,0000","2,1663","2,2047","0,7627"
"","130,0200","2,1667","2,2053","0,7629"
"","130,0400","2,1670","2,2051","0,7630"
"","130,0600","2,1674","2,2044","0,7632"
"","130,0800","2,1677","2,2041","0,7634"
"","130,1000","2,1680","2,2044","0,7635"
"","130,1200","2,1684","2,2049","0,7637"
"","130,1400","2,1687","2,2059","0,7638"
"","130,1600","2,1690","2,2069","0,7640"
"","130,1800","2,1693","2,2065","0,7641"
"","130,2000","2,1697","2,2055","0,7642"
"","130,2200","2,1700","2,2060","0,7644"
"","130,2400","2,1704","2,2063","0,7646"
"","130,2600","2,1707","2,2065","0,7647"
"","130,2800","2,1710","2,2060","0,7649"
"","130,3000","2,1713","2,2069","0,7650"
"","130,3200","2,1716","2,2073","0,7651"
"","130,3400","2,1719","2,2072","0,7653"
"","130,3600","2,1723","2,2071","0,7654"
"","130,3800","2,1726","2,2074","0,7656"
"","130,4000","2,1730","2,2077","0,7657"
"","130,4200","2,1733","2,2068","0,7659"
"","130,4400","2,1737","2,2068","0,7660"
"","130,4600","2,1740","2,2072","0,7662"
"","130,4800","2,1744","2,2081","0,7664"
"","130,5000","2,1747","2,2085","0,7666"
"","130,5200","2,1750","2,2084","0,7667"
"","130,5400","2,1753","2,2089","0,7668"
"","130,5600","2,1757","2,2092","0,7670"
"","130,5800","2,1760","2,2093","0,7671"
"","130,6000","2,1763","2,2091","0,7673"
"","130,6200","2,1767","2,2090","0,7674"
"","130,6400","2,1770","2,2092","0,7676"
"","130,6600","2,1773","2,2092","0,7677"
"","130,6800","2,1777","2,2087","0,7678"
"","130,7000","2,1780","2,2084","0,7680"
"","130,7200","2,1783","2,2093","0,7681"
"","130,7400","2,1786","2,2101","0,7683"
"","130,7600","2,1790","2,2104","0,7684"
"","130,7800","2,1793","2,2112","0,7686"
"","130,8000","2,1797","2,2115","0,7688"
"","130,8200","2,1800","2,2105","0,7689"
"","130,8400","2,1804","2,2107","0,7692"
"","130,8600","2,1808","2,2112","0,7693"
"","130,8800","2,1811","2,2116","0,7695"
"","130,9000","2,1814","2,2114","0,7696"
"","130,9200","2,1817","2,2111","0,7697"
"","130,9400","2,1820","2,2112","0,7699"
"","130,9600","2,1824","2,2112","0,7701"
"","130,9800","2,1827","2,2117","0,7702"
